x,y,z,nx,ny,nz,ox,oy,oz,ax,ay,az
0.21030042,0.22385831,0.3599974,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.070245676,0.2397477,0.25486258,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.07842808,0.19805567,0.1330583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.08134704,-0.08110985,0.37321335,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0753927,-0.20149188,0.14044125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.16597618,-0.048141975,0.36284974,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.11919021,0.05937667,0.14111768,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.15530062,-0.18480907,0.26501375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.021522887,-0.20380223,0.23811176,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.053084534,0.16495165,0.34125674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.07326843,0.09815221,0.14009552,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.17119282,0.041634183,0.3811646,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.17879243,0.13072598,0.39737743,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.16531226,-0.24088034,0.34775743,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.23910627,-0.14104259,0.22517796,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.029816274,0.1677706,0.2779401,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.056465868,-0.03599066,0.119057216,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.08583355,0.051787704,0.28067717,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.19762167,0.17873181,0.21932837,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.20162523,-0.2922707,0.34958097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.097705215,0.18578312,0.2993806,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.11625447,0.14119443,0.10334365,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.04353527,-0.27739757,0.31883854,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.16013074,0.062652215,0.10856359,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.050368283,0.0420603,0.2189634,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.075216204,0.055177823,0.26837176,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.23213677,-0.045697074,0.3836438,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.23306677,0.051310778,0.24825114,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.086523525,-0.20315994,0.14287914,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.29492906,0.23724577,0.35366184,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.07274507,0.053188454,0.31886876,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.21559933,0.122117914,0.21015239,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.08614193,0.14727345,0.1086612,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.17735738,-0.043807127,0.3166607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.12518682,0.23206098,0.17244805,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.18469287,0.19474612,0.31101105,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.21271582,0.040800206,0.15562502,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.04397843,-0.24856025,0.16707703,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.012687712,-0.017462179,0.11771877,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.19943705,-0.038833972,0.28119156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.049849644,-0.04455217,0.37877887,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.01592263,-0.2656582,0.2576908,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.17779152,-0.12976079,0.3759632,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.017322661,0.1610338,0.32107022,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.12653455,-0.024367088,0.27542737,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.1876813,-0.030891433,0.21624349,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.04535168,0.1707383,0.24359833,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.22682923,0.26753393,0.39996713,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.20418225,-0.13317588,0.31723365,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1840256,0.29784772,0.12524614,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.04345922,-0.2789004,0.18641324,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.16854376,0.16529438,0.19330007,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.19618274,-0.026733382,0.244482,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.20502092,-0.027093751,0.11020256,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.2683546,-0.13648832,0.22677684,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.15556811,0.149889,0.14397372,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.12518437,-0.04446195,0.3347187,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.14650914,-0.278348,0.37745827,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.13283135,-0.27105188,0.10459982,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.20047124,-0.20700414,0.37304014,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.032283336,-0.12847063,0.32600376,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.022559492,0.14497302,0.15507731,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.10459544,0.27366418,0.22254634,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.10315749,0.04891393,0.22913979,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.17363288,0.19616608,0.25989753,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.29644108,0.1508102,0.363588,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25090393,-0.16370806,0.26110157,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.014912754,-0.17723699,0.17288284,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.11650081,-0.15867373,0.10540893,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.17236345,0.2893959,0.12249538,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.09525063,-0.19770652,0.3987184,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.12204439,0.03153175,0.1605994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.08739811,-0.29370195,0.19454655,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
